,json_image_index,json_color,json_size,json_material,json_shape,json_pixel_coords,csv_area,csv_box,file,csv_color,csv_size,csv_material,csv_label
1364,212,cyan,large,rubber,cube,"[175, 159, 9.948588371276855]",10780.0,"[121, 108, 101, 106]",cache/1756274592163.png,,,,
1365,212,brown,small,metal,cube,"[168, 112, 12.995835304260254]",10780.0,"[121, 108, 101, 106]",cache/1756274592163.png,,,,
1366,212,blue,large,rubber,cylinder,"[104, 129, 11.21475887298584]",6182.0,"[65, 86, 71, 86]",cache/1756274592169.png,,,,
1367,212,yellow,large,metal,cube,"[261, 176, 9.3521728515625]",9331.0,"[218, 125, 89, 104]",cache/1756274592145.png,,,,
1368,212,cyan,small,metal,cube,"[222, 261, 7.77017068862915]",4838.0,"[189, 224, 64, 74]",cache/1756274592152.png,,,,
1369,212,red,large,metal,cylinder,"[363, 113, 12.02863597869873]",5467.0,"[329, 73, 68, 79]",cache/1756274592158.png,,,,
1370,212,green,small,rubber,cube,"[275, 107, 13.318463325500488]",1060.0,"[258, 89, 30, 35]",cache/1756274592175.png,,,,
1371,213,gray,small,rubber,cube,"[311, 116, 12.605729103088379]",1664.0,"[290, 94, 40, 41]",cache/1756274284060.png,,,,
1372,213,cyan,large,rubber,cube,"[208, 139, 10.720165252685547]",7706.0,"[164, 93, 82, 93]",cache/1756274284052.png,,,,
1373,213,purple,large,metal,sphere,"[265, 82, 13.586053848266602]",3017.0,"[238, 53, 54, 55]",cache/1756274284046.png,,,,
1374,214,yellow,large,metal,cylinder,"[114, 130, 11.217209815979004]",6648.0,"[74, 86, 75, 88]",cache/1756274540151.png,,,,
1375,214,yellow,small,rubber,sphere,"[253, 96, 13.6503267288208]",755.0,"[239, 81, 27, 27]",cache/1756274540146.png,,,,
1376,214,red,small,rubber,cylinder,"[203, 179, 10.202396392822266]",1856.0,"[184, 153, 37, 49]",cache/1756274540161.png,,,,
1377,214,yellow,small,metal,cylinder,"[367, 169, 10.502399444580078]",1945.0,"[346, 145, 40, 48]",cache/1756274540156.png,,,,
1378,215,yellow,small,rubber,cylinder,"[302, 179, 9.973236083984375]",2025.0,"[281, 153, 40, 50]",cache/1756274452134.png,,,,
1379,215,yellow,large,metal,cube,"[255, 137, 10.809465408325195]",8567.0,"[210, 91, 89, 95]",cache/1756274452109.png,,,,
1380,215,yellow,small,metal,sphere,"[200, 103, 13.548724174499512]",712.0,"[186, 88, 25, 27]",cache/1756274452138.png,,,,
1381,215,gray,small,metal,cube,"[225, 115, 12.797513961791992]",896.0,"[205, 95, 26, 33]",cache/1756274452143.png,,,,
1382,215,brown,large,rubber,cube,"[324, 125, 11.381961822509766]",6091.0,"[291, 84, 73, 82]",cache/1756274452129.png,,,,
1383,215,blue,large,rubber,cylinder,"[148, 178, 9.295304298400879]",9299.0,"[102, 125, 86, 107]",cache/1756274452123.png,,,,
1384,215,yellow,large,rubber,cylinder,"[89, 115, 11.908926963806152]",5718.0,"[52, 74, 70, 81]",cache/1756274452118.png,,,,
1385,215,brown,small,rubber,sphere,"[369, 162, 10.581672668457031]",1312.0,"[349, 144, 37, 35]",cache/1756274452147.png,,,,
1386,216,purple,small,metal,cube,"[291, 95, 13.804529190063477]",989.0,"[276, 77, 28, 34]",cache/1756274505763.png,,,,
1387,216,gray,large,metal,cylinder,"[147, 97, 12.827037811279297]",4744.0,"[114, 59, 63, 75]",cache/1756274505784.png,,,,
1388,216,blue,small,rubber,cylinder,"[370, 172, 10.381019592285156]",1983.0,"[349, 147, 40, 48]",cache/1756274505770.png,,,,
1389,216,green,large,rubber,cylinder,"[216, 186, 9.263691902160645]",9016.0,"[174, 132, 82, 108]",cache/1756274505775.png,,,,
1390,216,brown,small,rubber,sphere,"[269, 155, 10.969050407409668]",1048.0,"[254, 137, 30, 34]",cache/1756274505780.png,,,,
1391,217,green,large,rubber,sphere,"[372, 127, 11.5128755569458]",4298.0,"[339, 93, 65, 65]",cache/1756274267117.png,,,,
1392,217,red,small,metal,cube,"[141, 180, 10.24470329284668]",2663.0,"[115, 153, 50, 52]",cache/1756274267132.png,,,,
1393,217,cyan,small,metal,cube,"[298, 111, 13.077237129211426]",1249.0,"[281, 91, 32, 38]",cache/1756274267149.png,,,,
1394,217,brown,small,metal,sphere,"[193, 154, 11.171549797058105]",6621.0,"[167, 154, 80, 82]",cache/1756274267125.png,,,,
1395,217,red,small,rubber,cylinder,"[241, 123, 12.47402572631836]",1169.0,"[226, 103, 30, 38]",cache/1756274267184.png,,,,
1396,217,cyan,large,rubber,cylinder,"[180, 87, 13.523050308227539]",4120.0,"[150, 51, 58, 70]",cache/1756274267173.png,,,,
1397,217,purple,large,rubber,sphere,"[208, 195, 9.136771202087402]",6621.0,"[167, 154, 80, 82]",cache/1756274267125.png,,,,
1398,217,brown,large,rubber,sphere,"[255, 77, 14.166367530822754]",2749.0,"[229, 49, 51, 52]",cache/1756274267156.png,,,,
1399,217,green,small,metal,cylinder,"[301, 233, 8.790143013000488]",2630.0,"[278, 203, 44, 58]",cache/1756274267140.png,,,,
1400,217,green,small,metal,cylinder,"[110, 133, 12.025727272033691]",1416.0,"[91, 112, 34, 40]",cache/1756274267164.png,,,,
1401,218,green,small,metal,sphere,"[333, 152, 10.954808235168457]",1155.0,"[316, 134, 34, 33]",cache/1756274587883.png,,,,
1402,218,brown,small,metal,sphere,"[167, 136, 11.706562995910645]",10681.0,"[69, 100, 104, 102]",cache/1756274587864.png,,,,
1403,218,green,large,metal,sphere,"[280, 113, 11.98886775970459]",4402.0,"[222, 50, 64, 68]",cache/1756274587905.png,,,,
1404,218,red,small,metal,sphere,"[205, 115, 12.850005149841309]",827.0,"[190, 99, 28, 29]",cache/1756274587899.png,,,,
1405,218,red,large,rubber,cylinder,"[219, 212, 8.22976303100586]",11459.0,"[170, 152, 93, 122]",cache/1756274587888.png,,,,
1406,218,green,large,rubber,cube,"[124, 149, 10.264988899230957]",10681.0,"[69, 100, 104, 102]",cache/1756274587864.png,,,,
1407,218,green,large,metal,cube,"[254, 84, 13.854019165039062]",4402.0,"[222, 50, 64, 68]",cache/1756274587905.png,,,,
1408,219,red,large,metal,cube,"[413, 154, 9.56682300567627]",11254.0,"[363, 99, 100, 111]",cache/1756274532916.png,,,,
1409,219,gray,large,metal,sphere,"[314, 100, 11.655355453491211]",4157.0,"[281, 67, 64, 64]",cache/1756274532939.png,,,,
1410,219,yellow,small,metal,cube,"[114, 153, 10.302413940429688]",6749.0,"[47, 68, 77, 87]",cache/1756274532951.png,,,,
1411,219,green,large,metal,sphere,"[290, 197, 8.357118606567383]",8034.0,"[245, 152, 89, 90]",cache/1756274532927.png,,,,
1412,219,blue,large,metal,cylinder,"[88, 112, 11.12750244140625]",6749.0,"[47, 68, 77, 87]",cache/1756274532951.png,,,,
1413,219,red,large,metal,sphere,"[208, 84, 12.48608112335205]",3579.0,"[178, 53, 59, 60]",cache/1756274532934.png,,,,
1414,220,gray,small,rubber,cube,"[307, 201, 9.68189811706543]",2886.0,"[281, 172, 50, 57]",cache/1756274382591.png,,,,
1415,220,cyan,large,rubber,cylinder,"[227, 101, 12.77150821685791]",4545.0,"[196, 63, 59, 76]",cache/1756274382586.png,,,,
1416,220,green,large,rubber,cylinder,"[330, 132, 11.324464797973633]",6205.0,"[295, 89, 71, 87]",cache/1756274382573.png,,,,
1417,220,brown,small,metal,cylinder,"[186, 183, 10.221360206604004]",1874.0,"[166, 157, 38, 49]",cache/1756274382581.png,,,,
1418,220,yellow,small,metal,cylinder,"[178, 102, 13.590968132019043]",1002.0,"[162, 83, 28, 35]",cache/1756274382596.png,,,,
1419,221,gray,large,metal,sphere,"[105, 156, 9.837197303771973]",6445.0,"[59, 117, 83, 77]",cache/1756274516921.png,,,,
1420,221,green,small,rubber,sphere,"[194, 103, 13.59519100189209]",747.0,"[180, 88, 26, 27]",cache/1756274516953.png,,,,
1421,221,green,small,rubber,sphere,"[391, 146, 11.09836196899414]",10334.0,"[308, 114, 99, 103]",cache/1756274516939.png,,,,
1422,221,green,large,metal,cylinder,"[214, 212, 7.998146057128906]",12141.0,"[164, 151, 96, 126]",cache/1756274516945.png,,,,
1423,221,blue,small,metal,cylinder,"[248, 87, 14.852151870727539]",626.0,"[234, 70, 20, 30]",cache/1756274516958.png,,,,
1424,221,gray,small,rubber,cylinder,"[78, 139, 11.468737602233887]",1251.0,"[58, 117, 31, 39]",cache/1756274516963.png,,,,
1425,221,green,small,metal,sphere,"[164, 126, 12.14238166809082]",940.0,"[148, 110, 30, 30]",cache/1756274516934.png,,,,
1426,221,green,large,metal,cylinder,"[350, 165, 9.483414649963379]",10334.0,"[308, 114, 99, 103]",cache/1756274516939.png,,,,
1427,221,cyan,large,metal,sphere,"[273, 95, 13.06078815460205]",3307.0,"[243, 65, 57, 57]",cache/1756274516928.png,,,,
1428,222,cyan,small,metal,sphere,"[318, 182, 9.513444900512695]",1557.0,"[298, 162, 39, 39]",cache/1756274393370.png,,,,
1429,222,green,large,rubber,cylinder,"[152, 105, 11.973318099975586]",5292.0,"[117, 65, 66, 79]",cache/1756274393365.png,,,,
1430,222,blue,small,metal,cube,"[163, 168, 10.015806198120117]",2067.0,"[140, 143, 42, 48]",cache/1756274393379.png,,,,
1431,222,blue,large,metal,sphere,"[236, 189, 8.616406440734863]",7561.0,"[192, 145, 85, 87]",cache/1756274393347.png,,,,
1432,222,red,small,metal,cylinder,"[209, 259, 7.546631336212158]",3481.0,"[183, 224, 50, 68]",cache/1756274393387.png,,,,
1433,222,yellow,large,metal,cylinder,"[279, 135, 10.514350891113281]",6750.0,"[243, 89, 73, 92]",cache/1756274393401.png,,,,
1434,222,blue,small,rubber,sphere,"[56, 140, 11.137173652648926]",1197.0,"[37, 122, 35, 34]",cache/1756274393354.png,,,,
1435,222,yellow,small,metal,cube,"[316, 106, 12.889307975769043]",6750.0,"[243, 89, 73, 92]",cache/1756274393401.png,,,,
1436,222,blue,large,rubber,sphere,"[251, 72, 14.141190528869629]",2768.0,"[224, 44, 52, 52]",cache/1756274393359.png,,,,
1437,223,yellow,small,rubber,cube,"[380, 170, 10.740224838256836]",2034.0,"[357, 146, 44, 46]",cache/1756274507452.png,,,,
1438,223,green,large,metal,sphere,"[98, 137, 11.292244911193848]",4554.0,"[62, 103, 68, 66]",cache/1756274507445.png,,,,
1439,223,yellow,small,rubber,sphere,"[251, 103, 13.874303817749023]",729.0,"[237, 88, 26, 27]",cache/1756274507457.png,,,,
1440,224,red,small,metal,cylinder,"[280, 92, 13.617742538452148]",989.0,"[265, 74, 28, 34]",cache/1756274263839.png,,,,
1441,224,cyan,small,rubber,sphere,"[222, 100, 13.122274398803711]",825.0,"[207, 85, 28, 29]",cache/1756274263828.png,,,,
1442,224,red,small,metal,cylinder,"[102, 158, 10.430744171142578]",1940.0,"[80, 134, 40, 47]",cache/1756274263822.png,,,,
1443,224,cyan,large,metal,cube,"[343, 132, 10.686129570007324]",9417.0,"[295, 84, 95, 98]",cache/1756274263813.png,,,,
1444,224,purple,large,metal,cylinder,"[252, 183, 8.888279914855957]",9743.0,"[209, 128, 86, 112]",cache/1756274263832.png,,,,
1445,225,yellow,small,rubber,sphere,"[334, 133, 11.38794994354248]",10252.0,"[275, 129, 89, 114]",cache/1756274588609.png,,,,
1446,225,yellow,large,rubber,sphere,"[244, 89, 12.734861373901367]",8486.0,"[235, 83, 89, 95]",cache/1756274588597.png,,,,
1447,225,brown,large,metal,cube,"[185, 169, 9.284595489501953]",10795.0,"[131, 116, 98, 109]",cache/1756274588571.png,,,,
1448,225,blue,large,metal,cylinder,"[319, 185, 8.825933456420898]",10252.0,"[275, 129, 89, 114]",cache/1756274588609.png,,,,
1449,225,gray,large,rubber,cube,"[78, 139, 10.338464736938477]",9595.0,"[24, 92, 100, 95]",cache/1756274588591.png,,,,
1450,225,red,small,rubber,cube,"[414, 169, 9.984262466430664]",2714.0,"[388, 142, 50, 54]",cache/1756274588582.png,,,,
1451,225,gray,small,metal,cube,"[365, 122, 11.891555786132812]",1887.0,"[343, 99, 43, 43]",cache/1756274588619.png,,,,
1452,225,brown,large,rubber,cube,"[278, 130, 10.704419136047363]",10252.0,"[275, 129, 89, 114]",cache/1756274588609.png,,,,
1453,225,cyan,small,rubber,cube,"[169, 108, 12.576956748962402]",1379.0,"[147, 87, 40, 33]",cache/1756274588647.png,,,,
1454,226,yellow,small,metal,cylinder,"[351, 128, 11.799677848815918]",1463.0,"[333, 106, 35, 41]",cache/1756274558845.png,,,,
1455,226,brown,large,rubber,cylinder,"[82, 124, 11.135222434997559]",6862.0,"[40, 80, 78, 87]",cache/1756274558839.png,,,,
1456,226,yellow,large,rubber,cylinder,"[262, 147, 10.20465087890625]",7303.0,"[224, 99, 75, 96]",cache/1756274558849.png,,,,
1457,226,red,small,metal,cube,"[234, 94, 13.559130668640137]",1082.0,"[218, 76, 30, 35]",cache/1756274558854.png,,,,
1458,227,cyan,small,rubber,sphere,"[385, 169, 10.025293350219727]",1451.0,"[366, 150, 38, 37]",cache/1756274408466.png,,,,
1459,227,red,small,rubber,cylinder,"[269, 114, 12.148345947265625]",1260.0,"[253, 93, 31, 40]",cache/1756274408491.png,,,,
1460,227,yellow,large,rubber,cube,"[215, 76, 13.235946655273438]",5716.0,"[177, 38, 74, 76]",cache/1756274408455.png,,,,
1461,227,red,small,rubber,cube,"[172, 187, 9.501642227172852]",3164.0,"[144, 157, 53, 58]",cache/1756274408472.png,,,,
1462,227,red,small,metal,cube,"[98, 149, 10.728665351867676]",2521.0,"[71, 123, 50, 49]",cache/1756274408461.png,,,,
1463,227,green,large,metal,cylinder,"[326, 108, 11.58609390258789]",5859.0,"[292, 66, 69, 84]",cache/1756274408496.png,,,,
1464,227,purple,small,rubber,cylinder,"[141, 159, 10.380837440490723]",1822.0,"[121, 134, 38, 47]",cache/1756274408486.png,,,,
1465,227,gray,large,metal,cylinder,"[247, 235, 7.761480808258057]",13284.0,"[197, 169, 99, 133]",cache/1756274408480.png,,,,
1466,228,brown,small,rubber,cube,"[202, 149, 10.921951293945312]",2188.0,"[179, 125, 45, 48]",cache/1756274550442.png,,,,
1467,228,red,small,metal,cylinder,"[325, 126, 12.021316528320312]",1314.0,"[308, 105, 33, 39]",cache/1756274550437.png,,,,
1468,228,gray,large,rubber,cylinder,"[83, 117, 11.566513061523438]",12133.0,"[40, 108, 112, 107]",cache/1756274550420.png,,,,
1469,228,brown,small,rubber,sphere,"[387, 170, 10.090734481811523]",1401.0,"[368, 151, 37, 37]",cache/1756274550432.png,,,,
1470,228,blue,small,metal,cube,"[210, 209, 8.837093353271484]",3584.0,"[180, 178, 56, 63]",cache/1756274550426.png,,,,
1471,228,purple,large,rubber,cylinder,"[254, 81, 13.777965545654297]",3743.0,"[226, 47, 55, 67]",cache/1756274550447.png,,,,
1472,228,gray,small,metal,sphere,"[165, 114, 12.65942096710205]",878.0,"[149, 98, 29, 29]",cache/1756274550457.png,,,,
1473,228,purple,large,metal,cube,"[100, 161, 9.673367500305176]",12133.0,"[40, 108, 112, 107]",cache/1756274550420.png,,,,
1474,228,yellow,small,metal,cylinder,"[275, 198, 9.170294761657715]",2310.0,"[254, 170, 42, 54]",cache/1756274550452.png,,,,
1475,229,cyan,small,rubber,cube,"[96, 170, 9.674306869506836]",2866.0,"[70, 142, 51, 55]",cache/1756274461637.png,,,,
1476,229,gray,small,metal,sphere,"[314, 127, 11.41020393371582]",1049.0,"[298, 110, 32, 32]",cache/1756274461647.png,,,,
1477,229,yellow,small,metal,sphere,"[235, 95, 13.178407669067383]",556.0,"[220, 81, 19, 28]",cache/1756274461652.png,,,,
1478,229,yellow,large,metal,cube,"[197, 195, 8.215392112731934]",12213.0,"[148, 135, 99, 123]",cache/1756274461629.png,,,,
1479,229,brown,large,metal,cube,"[276, 95, 12.222078323364258]",5724.0,"[238, 55, 72, 79]",cache/1756274461642.png,,,,
1480,230,cyan,large,rubber,cylinder,"[316, 204, 7.9089813232421875]",12873.0,"[268, 141, 100, 128]",cache/1756274564988.png,,,,
1481,230,gray,large,metal,sphere,"[103, 108, 11.470749855041504]",4340.0,"[69, 74, 66, 65]",cache/1756274564949.png,,,,
1482,230,blue,small,metal,cube,"[253, 116, 12.017694473266602]",1797.0,"[232, 94, 41, 42]",cache/1756274564982.png,,,,
1483,230,red,small,metal,sphere,"[221, 185, 9.142199516296387]",1642.0,"[200, 164, 40, 40]",cache/1756274564957.png,,,,
1484,230,yellow,large,metal,cube,"[372, 151, 9.54106616973877]",9472.0,"[329, 99, 88, 106]",cache/1756274564964.png,,,,
1485,230,green,small,metal,cylinder,"[192, 144, 10.633475303649902]",1655.0,"[173, 121, 36, 45]",cache/1756274564995.png,,,,
1486,230,red,large,metal,sphere,"[316, 117, 11.0211763381958]",3884.0,"[282, 82, 63, 61]",cache/1756274564975.png,,,,
1487,231,yellow,large,metal,cylinder,"[278, 153, 10.197482109069824]",5229.0,"[261, 75, 65, 79]",cache/1756274355995.png,,,,
1488,231,brown,small,rubber,cube,"[198, 123, 12.208168029785156]",1793.0,"[176, 101, 41, 42]",cache/1756274355991.png,,,,
1489,231,purple,large,rubber,cube,"[239, 81, 13.563888549804688]",5421.0,"[201, 44, 73, 74]",cache/1756274355979.png,,,,
1490,231,cyan,large,metal,cylinder,"[293, 117, 11.644593238830566]",5229.0,"[261, 75, 65, 79]",cache/1756274355995.png,,,,
1491,231,cyan,large,rubber,cylinder,"[388, 126, 11.268720626831055]",3802.0,"[355, 82, 72, 52]",cache/1756274356000.png,,,,
1492,231,red,large,metal,cylinder,"[376, 166, 9.77993392944336]",8875.0,"[334, 115, 86, 102]",cache/1756274355985.png,,,,
1493,232,cyan,large,metal,sphere,"[287, 158, 9.778044700622559]",5864.0,"[249, 119, 76, 77]",cache/1756274566016.png,,,,
1494,232,purple,large,metal,sphere,"[339, 103, 12.50564956665039]",3611.0,"[309, 72, 60, 60]",cache/1756274566021.png,,,,
1495,232,red,small,metal,cube,"[107, 132, 11.798954963684082]",1815.0,"[84, 111, 44, 40]",cache/1756274566027.png,,,,
1496,232,cyan,small,rubber,sphere,"[125, 158, 10.602113723754883]",1258.0,"[106, 139, 35, 35]",cache/1756274566032.png,,,,
1497,232,brown,small,metal,sphere,"[194, 100, 13.752891540527344]",716.0,"[179, 86, 26, 26]",cache/1756274566037.png,,,,
1498,232,purple,small,metal,cube,"[222, 258, 7.5808210372924805]",3531.0,"[196, 224, 51, 68]",cache/1756274566008.png,,,,
1499,232,purple,large,metal,cylinder,"[413, 125, 11.252376556396484]",6565.0,"[376, 83, 77, 84]",cache/1756274566047.png,,,,
1500,232,gray,large,rubber,cube,"[245, 76, 14.46826171875]",4663.0,"[210, 43, 68, 67]",cache/1756274566042.png,,,,
1501,233,green,small,rubber,cube,"[58, 149, 10.861446380615234]",2437.0,"[32, 124, 49, 49]",cache/1756274476139.png,,,,
1502,233,brown,small,rubber,cylinder,"[232, 84, 14.41188907623291]",851.0,"[218, 67, 26, 32]",cache/1756274476135.png,,,,
1503,233,green,small,metal,sphere,"[291, 185, 9.548205375671387]",1545.0,"[271, 165, 39, 39]",cache/1756274476128.png,,,,
1504,234,green,large,rubber,cylinder,"[290, 112, 11.536261558532715]",11465.0,"[221, 105, 103, 110]",cache/1756274609953.png,,,,
1505,234,purple,large,rubber,cube,"[131, 133, 10.674128532409668]",5246.0,"[91, 86, 77, 67]",cache/1756274609962.png,,,,
1506,234,red,large,metal,cube,"[378, 126, 10.927276611328125]",7483.0,"[338, 83, 84, 88]",cache/1756274609942.png,,,,
1507,234,gray,large,metal,cube,"[137, 201, 8.558752059936523]",12903.0,"[77, 143, 109, 117]",cache/1756274609933.png,,,,
1508,234,cyan,small,metal,cube,"[248, 91, 13.480448722839355]",1261.0,"[229, 71, 32, 38]",cache/1756274610003.png,,,,
1509,234,green,small,rubber,sphere,"[365, 193, 9.387805938720703]",1578.0,"[345, 173, 40, 39]",cache/1756274609978.png,,,,
1510,234,gray,large,rubber,cube,"[310, 86, 12.86644172668457]",3880.0,"[258, 69, 66, 58]",cache/1756274609985.png,,,,
1511,234,cyan,large,rubber,cube,"[272, 159, 9.746211051940918]",11465.0,"[221, 105, 103, 110]",cache/1756274609953.png,,,,
1512,234,cyan,large,metal,sphere,"[196, 93, 12.500093460083008]",3598.0,"[166, 61, 59, 60]",cache/1756274610013.png,,,,
1513,234,gray,small,metal,sphere,"[209, 243, 8.168292999267578]",2100.0,"[185, 220, 45, 46]",cache/1756274609971.png,,,,
1514,235,green,large,metal,sphere,"[147, 100, 12.655292510986328]",3542.0,"[116, 70, 59, 59]",cache/1756274572151.png,,,,
1515,235,cyan,small,rubber,cylinder,"[273, 100, 13.637500762939453]",984.0,"[258, 81, 28, 34]",cache/1756274572163.png,,,,
1516,235,gray,large,metal,cube,"[417, 146, 10.505447387695312]",9914.0,"[368, 96, 97, 101]",cache/1756274572157.png,,,,
1517,236,cyan,small,rubber,sphere,"[177, 171, 10.215221405029297]",1327.0,"[158, 152, 36, 36]",cache/1756274409527.png,,,,
1518,236,brown,small,metal,cube,"[264, 135, 11.689722061157227]",6324.0,"[201, 59, 79, 79]",cache/1756274409537.png,,,,
1519,236,green,small,metal,sphere,"[335, 203, 9.178365707397461]",1671.0,"[314, 182, 41, 40]",cache/1756274409507.png,,,,
1520,236,yellow,small,metal,sphere,"[213, 231, 8.427436828613281]",1953.0,"[190, 208, 43, 44]",cache/1756274409502.png,,,,
1521,236,brown,small,metal,sphere,"[129, 148, 11.083816528320312]",1139.0,"[111, 131, 33, 33]",cache/1756274409512.png,,,,
1522,236,gray,large,rubber,cube,"[242, 99, 12.688535690307617]",6324.0,"[201, 59, 79, 79]",cache/1756274409537.png,,,,
1523,236,green,large,metal,cylinder,"[163, 93, 13.072556495666504]",4383.0,"[131, 56, 60, 72]",cache/1756274409522.png,,,,
1524,236,green,large,rubber,cylinder,"[344, 107, 12.250456809997559]",5192.0,"[311, 67, 66, 78]",cache/1756274409517.png,,,,
1525,236,red,large,rubber,sphere,"[392, 145, 10.425427436828613]",5221.0,"[355, 109, 73, 71]",cache/1756274409493.png,,,,
1526,236,blue,small,rubber,cylinder,"[279, 93, 14.090537071228027]",448.0,"[278, 75, 13, 33]",cache/1756274409544.png,,,,
1527,237,purple,small,metal,cube,"[108, 155, 10.747791290283203]",14557.0,"[68, 129, 119, 122]",cache/1756274528825.png,,,,
1528,237,blue,small,rubber,sphere,"[304, 122, 12.1653413772583]",740.0,"[288, 106, 30, 24]",cache/1756274528852.png,,,,
1529,237,green,small,metal,cylinder,"[212, 229, 8.495526313781738]",2720.0,"[189, 198, 44, 60]",cache/1756274528832.png,,,,
1530,237,gray,large,rubber,cube,"[131, 188, 8.926304817199707]",14557.0,"[68, 129, 119, 122]",cache/1756274528825.png,,,,
1531,237,red,small,rubber,cylinder,"[350, 132, 11.705097198486328]",1445.0,"[333, 110, 34, 41]",cache/1756274528837.png,,,,
1532,237,gray,large,rubber,cylinder,"[197, 100, 12.409655570983887]",4788.0,"[165, 61, 62, 77]",cache/1756274528847.png,,,,
1533,237,purple,small,rubber,cylinder,"[234, 91, 13.923202514648438]",728.0,"[226, 73, 21, 33]",cache/1756274528842.png,,,,
1534,237,brown,large,metal,sphere,"[297, 165, 9.6514892578125]",6023.0,"[258, 125, 77, 78]",cache/1756274528818.png,,,,
1535,238,cyan,large,rubber,cylinder,"[272, 225, 7.848874568939209]",13037.0,"[222, 161, 99, 130]",cache/1756274296477.png,,,,
1536,238,cyan,small,rubber,cylinder,"[203, 97, 13.364559173583984]",816.0,"[194, 79, 22, 35]",cache/1756274296500.png,,,,
1537,238,purple,small,rubber,cylinder,"[362, 179, 9.731464385986328]",2193.0,"[341, 153, 42, 51]",cache/1756274296457.png,,,,
1538,238,purple,small,rubber,sphere,"[398, 135, 11.395196914672852]",1103.0,"[381, 118, 33, 33]",cache/1756274296462.png,,,,
1539,238,red,small,rubber,cube,"[229, 201, 9.086194038391113]",13037.0,"[222, 161, 99, 130]",cache/1756274296477.png,,,,
1540,238,purple,large,rubber,sphere,"[294, 103, 12.092056274414062]",3801.0,"[263, 71, 61, 62]",cache/1756274296450.png,,,,
1541,238,cyan,large,rubber,cylinder,"[165, 114, 11.555139541625977]",5730.0,"[129, 72, 68, 83]",cache/1756274296489.png,,,,
1542,238,red,small,metal,cylinder,"[438, 153, 10.66164779663086]",1952.0,"[417, 129, 42, 46]",cache/1756274296466.png,,,,
1543,238,cyan,large,rubber,cylinder,"[121, 152, 9.954171180725098]",8252.0,"[77, 102, 83, 99]",cache/1756274296471.png,,,,
1544,238,red,small,rubber,cylinder,"[81, 147, 10.912212371826172]",8252.0,"[77, 102, 83, 99]",cache/1756274296471.png,,,,
1545,239,cyan,large,rubber,cylinder,"[237, 115, 11.082261085510254]",6002.0,"[201, 71, 68, 87]",cache/1756274416918.png,,,,
1546,239,purple,small,rubber,cylinder,"[382, 186, 9.17380428314209]",2564.0,"[358, 158, 46, 54]",cache/1756274416904.png,,,,
1547,239,green,small,metal,cylinder,"[205, 196, 8.859291076660156]",2454.0,"[182, 168, 43, 56]",cache/1756274416913.png,,,,
1548,239,red,small,metal,cylinder,"[91, 158, 10.080256462097168]",2056.0,"[69, 133, 42, 48]",cache/1756274416896.png,,,,
1549,239,gray,small,rubber,cube,"[312, 146, 10.530227661132812]",2107.0,"[290, 122, 44, 47]",cache/1756274416909.png,,,,
1550,239,blue,large,rubber,cylinder,"[148, 93, 12.230838775634766]",5138.0,"[113, 54, 66, 77]",cache/1756274416923.png,,,,
1551,240,red,small,rubber,cylinder,"[280, 99, 13.204541206359863]",817.0,"[271, 80, 23, 35]",cache/1756274249755.png,,,,
1552,240,brown,large,metal,sphere,"[256, 109, 11.787269592285156]",4072.0,"[224, 76, 62, 65]",cache/1756274249749.png,,,,
1553,240,purple,small,metal,sphere,"[112, 138, 11.325075149536133]",1108.0,"[95, 120, 33, 33]",cache/1756274249723.png,,,,
1554,240,blue,large,metal,cube,"[213, 155, 9.923254013061523]",16010.0,"[105, 145, 118, 134]",cache/1756274249714.png,,,,
1555,240,blue,large,rubber,cube,"[166, 210, 8.34880542755127]",16010.0,"[105, 145, 118, 134]",cache/1756274249714.png,,,,
1556,240,blue,large,rubber,cylinder,"[387, 129, 10.901247024536133]",6736.0,"[353, 84, 74, 90]",cache/1756274249779.png,,,,
1557,240,cyan,large,metal,cube,"[233, 78, 13.49878978729248]",4072.0,"[224, 76, 62, 65]",cache/1756274249749.png,,,,
1558,240,purple,large,metal,cylinder,"[331, 169, 9.470932960510254]",8967.0,"[290, 117, 85, 105]",cache/1756274249729.png,,,,
1559,241,green,large,metal,cylinder,"[130, 141, 10.260452270507812]",7739.0,"[88, 93, 80, 96]",cache/1756274336889.png,,,,
1560,241,gray,small,rubber,sphere,"[198, 254, 7.86811637878418]",2283.0,"[174, 229, 46, 48]",cache/1756274336895.png,,,,
1561,241,purple,small,metal,cube,"[236, 124, 11.737459182739258]",1825.0,"[215, 101, 41, 44]",cache/1756274336866.png,,,,
1562,241,red,large,rubber,sphere,"[312, 212, 8.18484878540039]",8260.0,"[267, 167, 90, 91]",cache/1756274336860.png,,,,
1563,241,green,large,metal,cube,"[266, 67, 13.945804595947266]",4986.0,"[230, 31, 69, 71]",cache/1756274336853.png,,,,
1564,241,yellow,small,rubber,cube,"[377, 195, 9.254204750061035]",3346.0,"[350, 165, 56, 59]",cache/1756274336878.png,,,,
1565,241,red,large,rubber,sphere,"[327, 130, 10.675400733947754]",4837.0,"[292, 94, 69, 69]",cache/1756274336871.png,,,,
1566,241,purple,large,metal,cylinder,"[180, 85, 12.797478675842285]",4557.0,"[148, 48, 61, 74]",cache/1756274336884.png,,,,
